university_name,university_code,group_code,category,batch,subjects,plan_total,major_count,sample_majors
安徽大学,10357,213,物理,本科批,化学,5,2,"应用统计学, 数字媒体技术"
安徽大学,10357,214,物理,本科批,化学,3,1,应用物理学
安徽第二医学院,11961,503,物理,专科批,不限,5,3,"临床医学, 护理, 中药学"
安徽工程大学,10363,205,物理,本科批,化学,5,2,"高分子材料与工程, 环境工程"
安徽工程大学,10363,206,物理,本科批,化学,2,1,电气工程及其自动化
安徽工业大学,10360,207,物理,本科批,化学,14,9,"材料科学与工程, 给排水科学与工程, 机械设计制造及其自动化, 建筑环境与能源应用工程, 金属材料工程"
安徽建筑大学,10878,203,物理,本科批,不限,6,4,"建筑学, 城乡规划, 财务管理, 法学"
安徽农业大学,10364,208,物理,本科批,生物,3,1,园林
安徽中医药大学,10369,207,历史,本科批,不限,1,1,针灸推拿学
安徽中医药大学,10369,208,物理,本科批,不限,1,1,国际经济与贸易
安庆师范大学,10372,206,物理,本科批,化学,5,1,信息与计算科学
安阳工学院,11330,206,物理,本科批,化学,4,2,"土木工程, 机械电子工程"
北部湾大学,11607,218,物理,本科批,化学,12,1,电子信息工程
北方民族大学,11407,217,物理,本科批,化学,4,1,软件工程
北海艺术设计学院,13524,208,物理,本科批,不限,9,3,"哲学, 学前教育, 汉语言文学"
北海职业学院,13523,502,历史,专科批,不限,40,16,"学前教育, 小学教育, 体能训练, 现代家政服务与管理, 现代文秘"
北京大学,10001,706,历史,特殊类型招生批,不限,0,1,体育教育
北京大学,10001,707,物理,特殊类型招生批,不限,0,1,体育教育
北京第二外国语学院,10031,206,历史,本科批,不限,18,18,"日语, 日语, 泰语, 印度尼西亚语, 俄语"
北京服装学院,10012,208,物理,本科批,化学,4,1,高分子材料与工程
北京航空航天大学,10006,210,物理,本科批,化学,12,2,"工科试验班类, 工科试验班类"
北京航空航天大学,10006,704,历史,特殊类型招生批,不限,0,1,运动康复
北京航空航天大学,10006,705,物理,特殊类型招生批,不限,0,1,运动康复
北京化工大学,10010,210,物理,本科批,化学,7,2,"机械设计制造及其自动化, 工业设计"
北京化工大学,10010,211,物理,本科批,化学,11,2,"化工与制药类, 生物工程"
北京化工大学,10010,212,物理,本科批,化学,10,1,工科试验班
北京化工大学,10010,704,历史,特殊类型招生批,不限,0,1,社会体育指导与管理
北京化工大学,10010,705,物理,特殊类型招生批,不限,0,1,社会体育指导与管理
北京建筑大学,10016,203,物理,本科批,不限,2,2,"城乡规划, 环境设计"
北京交通大学,10004,209,物理,本科批,化学,5,1,机械电子工程
北京交通大学,10004,210,物理,本科批,化学,3,1,纳米材料与技术
北京交通大学,10004,211,物理,本科批,化学,2,1,交通运输
北京交通大学,10004,702,物理,特殊类型招生批,化学,1,1,土木类
北京交通大学(威海校区),19004,205,历史,本科批,不限,5,1,工商管理
北京交通大学(威海校区),19004,206,物理,本科批,不限,4,1,会计学
北京交通大学(威海校区),19004,207,物理,本科批,化学,8,2,"通信工程, 计算机科学与技术"
北京交通大学(威海校区),19004,208,物理,本科批,化学,6,1,环境工程
北京警察学院,14019,703,历史,特殊类型招生批,不限,0,1,社会体育指导与管理
北京警察学院,14019,704,物理,特殊类型招生批,不限,0,1,社会体育指导与管理
北京科技大学,10008,704,历史,特殊类型招生批,不限,0,1,体育教育
北京科技大学,10008,705,物理,特殊类型招生批,不限,0,1,体育教育
北京理工大学,10007,206,物理,本科批,化学,28,5,"航空航天工程, 能源与动力工程, 光电信息科学与工程, 自动化, 车辆工程"
北京理工大学,10007,704,历史,特殊类型招生批,不限,0,1,体育教育
北京理工大学,10007,705,物理,特殊类型招生批,不限,0,1,体育教育
北京林业大学,10022,235,物理,本科批,化学,5,2,"生物技术, 木材科学与工程"
北京师范大学,10027,211,历史,本科批,不限,14,6,"哲学, 汉语言文学, 社会学, 教育学类, 公共管理类"
北京师范大学(珠海校区),19027,701,历史,特殊类型招生批,不限,2,2,"汉语言文学, 英语"
北京体育大学,10043,217,历史,本科批,不限,8,2,"休闲体育, 旅游管理"
北京体育大学,10043,220,物理,本科批,不限,7,2,"休闲体育, 旅游管理"
北京体育大学,10043,221,物理,本科批,化学,1,1,康复物理治疗
北京外国语大学,10030,211,历史,本科批,不限,21,16,"国际经济与贸易, 法学, 汉语言文学, 英语, 英语"
北京外国语大学,10030,213,历史,本科批,政治,2,1,外交学
北京外国语大学,10030,218,物理,本科批,政治,2,1,外交学
北京外国语大学,10030,703,历史,特殊类型招生批,不限,6,6,"俄语, 朝鲜语, 菲律宾语, 僧伽罗语, 葡萄牙语"
北京外国语大学,10030,704,物理,特殊类型招生批,不限,5,5,"阿拉伯语, 菲律宾语, 豪萨语, 保加利亚语, 匈牙利语"
北京物资学院,10037,205,物理,本科批,不限,2,1,供应链管理
北京信息科技大学,11232,204,物理,本科批,化学,3,3,"机械设计制造及其自动化, 电气工程及其自动化, 数据科学与大数据技术"
北京邮电大学,10013,205,物理,本科批,化学,31,4,"电信工程及管理, 物联网工程, 电子信息工程, 智能科学与技术"
北京邮电大学,10013,206,物理,本科批,化学,8,2,"计算机类, 电子信息类"
北京邮电大学,10013,207,物理,本科批,化学,18,3,"信息与计算科学, 数字媒体技术, 智能医学工程"
北京语言大学,10032,212,历史,本科批,不限,9,1,国际经济与贸易
北京语言大学,10032,216,物理,本科批,不限,10,1,信息管理与信息系统
北京中医药大学,10026,702,物理,特殊类型招生批,化学,1,1,护理学
北京中医药大学东方学院,13899,208,历史,本科批,不限,4,4,"工商管理, 市场营销, 公共事业管理, 健康服务与管理"
北师香港浸会大学,16401,201,历史,本科批,不限,13,4,"工商管理类, 新闻传播学类, 会计学, 经济学"
北师香港浸会大学,16401,202,物理,本科批,不限,8,4,"新闻传播学类, 会计学, 经济学, 金融数学"
北师香港浸会大学,16401,203,物理,本科批,化学,20,4,"计算机类, 统计学, 数学与应用数学, 人工智能"
北师香港浸会大学,16401,701,历史,特殊类型招生批,不限,186,7,"工商管理类, 新闻传播学类, 外国语言文学类, 会计学, 经济学"
北师香港浸会大学,16401,702,物理,特殊类型招生批,不限,544,8,"工商管理类, 新闻传播学类, 外国语言文学类, 会计学, 经济学"
北师香港浸会大学,16401,703,物理,特殊类型招生批,化学,285,6,"计算机类, 食品科学与工程, 环境科学, 统计学, 数学与应用数学"
毕节医学高等专科学校,14499,506,历史,专科批,不限,4,1,婴幼儿托育服务与管理
滨州职业学院,12818,105,历史,专科提前批,不限,2,1,石油化工技术
滨州职业学院,12818,106,历史,专科提前批,不限,2,1,航海技术
滨州职业学院,12818,107,物理,专科提前批,不限,3,1,石油化工技术
滨州职业学院,12818,108,物理,专科提前批,不限,3,1,航海技术
沧州交通学院,14202,207,历史,本科批,不限,6,2,"旅游管理, 风景园林"
常德职业技术学院,13039,508,物理,专科批,不限,14,5,"大数据与会计, 电子商务, 机电一体化技术, 新能源汽车技术, 建筑工程技术"
潮汕职业技术学院,10965,502,物理,专科批,不限,25,1,电子商务
潮汕职业技术学院,10965,503,物理,专科批,不限,39,3,"跨境电子商务, 大数据与会计, 数字媒体技术"
潮汕职业技术学院,10965,505,历史,专科批,不限,25,1,电子商务
潮汕职业技术学院,10965,506,历史,专科批,不限,36,3,"跨境电子商务, 大数据与会计, 数字媒体技术"
成都大学,11079,219,历史,本科批,不限,6,1,网络与新媒体
成都大学,11079,220,历史,本科批,政治,4,2,"法学, 社会工作"
成都大学,11079,222,物理,本科批,不限,6,1,网络与新媒体
成都大学,11079,224,物理,本科批,化学,6,1,电气工程及其自动化
成都大学,11079,225,物理,本科批,化学,8,1,数据科学与大数据技术
成都大学,11079,704,历史,特殊类型招生批,不限,0,1,体育教育
成都大学,11079,705,物理,特殊类型招生批,不限,0,1,体育教育
成都大学,11079,706,物理,特殊类型招生批,不限,0,1,体育教育
成都东软学院,12636,206,物理,本科批,化学,4,1,数据科学与大数据技术
成都航空职业技术大学,12064,102,物理,专科提前批,不限,25,4,"飞机电子设备维修, 无人机应用技术, 计算机网络技术, 通用航空器维修"
成都理工大学,10616,216,历史,本科批,不限,3,1,工商管理
成都理工大学,10616,219,物理,本科批,不限,3,1,工商管理
成都理工大学,10616,223,物理,本科批,化学,8,3,"石油工程, 测控技术与仪器, 应用物理学"
成都理工大学,10616,225,物理,本科批,化学,4,2,"计算机科学与技术, 软件工程"
成都理工大学,10616,228,物理,本科批,化学,17,8,"信息与计算科学, 环境科学与工程, 新能源材料与器件, 数字媒体技术, 智能科学与技术"
成都师范学院,14389,212,物理,本科批,不限,1,1,资产评估
成都信息工程大学,10621,211,历史,本科批,不限,2,1,国际经济与贸易
成都中医药大学,10633,209,历史,本科批,不限,3,1,健康服务与管理
成都中医药大学,10633,212,物理,本科批,不限,3,1,健康服务与管理
成都中医药大学,10633,214,物理,本科批,化学,4,2,"中西医临床医学, 中药学"
成都中医药大学,10633,217,物理,本科批,化学,5,1,康复治疗学
成都中医药大学,10633,219,物理,本科批,化学,2,1,智能医学工程
大连大学,11258,205,物理,本科批,化学,2,2,"机械设计制造及其自动化, 电子信息工程"
大连工业大学,10152,215,物理,本科批,化学,3,1,机械电子工程
大连工业大学,10152,216,物理,本科批,化学,2,1,自动化
大连工业大学,10152,217,物理,本科批,化学,2,1,计算机科学与技术
大连工业大学,10152,218,物理,本科批,化学,2,1,机械工程
大连海事大学,10151,212,历史,本科批,不限,3,1,法学
大连海事大学,10151,215,物理,本科批,不限,3,1,法学
大连海事大学,10151,218,物理,本科批,化学,15,3,"电子信息工程, 机械设计制造及其自动化, 土木工程"
大连理工大学,10141,210,物理,本科批,化学,10,1,计算机类
大连理工大学(盘锦校区),19141,207,物理,本科批,化学,14,5,"过程装备与控制工程, 应用化学, 数理基础科学, 环境生态工程, 药学"
大连医科大学,10161,205,物理,本科批,化学,2,1,临床医学
德阳农业科技职业学院,14731,506,历史,专科批,不限,11,10,"智能产品开发与应用, 供用电技术, 消防救援技术, 护理, 连锁经营与管理"
电子科技大学,10614,204,历史,本科批,不限,7,3,"社会科学试验班, 外国语言文学类, 英语"
电子科技大学,10614,205,物理,本科批,化学,126,14,"电子信息类, 电子信息类, 工科试验班, 集成电路设计与集成系统, 微电子科学与工程"
电子科技大学,10614,702,物理,特殊类型招生批,化学,2,1,电子信息类
电子科技大学(沙河校区),19614,204,物理,本科批,化学,35,2,"电子信息类, 电子信息类"
电子科技大学(沙河校区),19614,205,物理,本科批,化学,18,1,电子信息类
东北财经大学,10173,204,历史,本科批,不限,4,1,财务管理
东北财经大学,10173,205,历史,本科批,不限,3,1,经济学
东北财经大学,10173,206,历史,本科批,不限,3,1,金融学
东北财经大学,10173,207,历史,本科批,不限,2,1,会计学
东北财经大学,10173,208,历史,本科批,不限,1,1,会计学
东北财经大学,10173,210,物理,本科批,不限,2,1,大数据管理与应用
东北财经大学,10173,211,物理,本科批,不限,3,1,工商管理
东北财经大学,10173,212,物理,本科批,不限,3,1,金融学
东北财经大学,10173,213,物理,本科批,不限,3,1,经济学
东北财经大学,10173,214,物理,本科批,不限,4,1,财务管理
东北财经大学,10173,215,物理,本科批,不限,2,1,会计学
东北财经大学,10173,216,物理,本科批,不限,2,1,会计学
东北大学,10145,213,物理,本科批,化学,17,1,材料科学与工程
东北大学,10145,214,物理,本科批,化学,18,1,生物医学工程
东北大学秦皇岛分校,19145,209,历史,本科批,不限,7,2,"经济学类, 工商管理类"
东北大学秦皇岛分校,19145,213,物理,本科批,化学,14,3,"通信工程, 应用统计学, 数学与应用数学"
东北大学秦皇岛分校,19145,214,物理,本科批,化学,4,1,计算机科学与技术
东北电力大学,10188,205,物理,本科批,化学,37,8,"电气工程及其自动化, 能源与动力工程, 核工程与核技术, 自动化, 机器人工程"
东北电力大学,10188,206,物理,本科批,化学,7,1,电气工程及其自动化
东北林业大学,10225,211,物理,本科批,化学,4,2,"生物技术, 化学"
东北林业大学,10225,212,物理,本科批,化学,3,2,"计算机科学与技术, 工程管理"
东北农业大学,10224,215,物理,本科批,化学,3,1,生物科学
东北农业大学,10224,216,物理,本科批,化学,4,1,动物科学
东北农业大学,10224,217,物理,本科批,化学,2,1,食品科学与工程
东北农业大学,10224,218,历史,本科批,不限,2,1,工商管理
东北师范大学,10200,107,历史,本科提前批,政治,3,1,思想政治教育
东北师范大学,10200,214,历史,本科批,不限,2,1,商务英语
东北师范大学,10200,216,历史,本科批,不限,4,1,物流管理
东北师范大学,10200,217,历史,本科批,不限,3,1,金融学
东北师范大学,10200,218,历史,本科批,政治,3,1,政治学类
东北师范大学,10200,219,物理,本科批,不限,3,1,物流管理
东北师范大学,10200,220,物理,本科批,不限,3,1,金融学
东北石油大学,10220,210,物理,本科批,化学,1,1,石油工程
东莞城市学院,13844,202,历史,本科批,不限,39,3,"会计学, 金融学, 网络与新媒体"
东莞城市学院,13844,212,物理,本科批,化学,46,2,"软件工程, 机器人工程"
东莞城市学院,13844,213,物理,本科批,不限,32,3,"会计学, 网络与新媒体, 金融学"
东莞理工学院,11819,211,物理,本科批,化学,90,8,"计算机类, 通信工程, 电气工程及其自动化, 自动化, 电子信息工程"
东莞理工学院,11819,212,物理,本科批,化学,179,3,"工业设计, 计算机科学与技术, 智能制造工程"
东莞理工学院,11819,213,物理,本科批,不限,30,1,经济与金融
东莞理工学院,11819,214,历史,本科批,不限,28,1,经济与金融
东莞理工学院,11819,219,物理,本科批,化学,123,3,"机械设计制造及其自动化, 软件工程, 通信工程"
东莞职业技术学院,14263,505,历史,专科批,不限,7,1,学前教育
东莞职业技术学院,14263,506,历史,专科批,不限,15,1,大数据与会计
东莞职业技术学院,14263,509,历史,专科批,不限,150,4,"现代物流管理, 金融服务与管理, 大数据与会计, 工商企业管理"
东莞职业技术学院,14263,511,历史,专科批,不限,60,1,护理
东莞职业技术学院,14263,512,历史,专科批,不限,35,1,学前教育
东莞职业技术学院,14263,518,物理,专科批,不限,15,1,大数据与会计
东莞职业技术学院,14263,519,物理,专科批,不限,50,4,"工商企业管理, 现代物流管理, 大数据与会计, 金融服务与管理"
东莞职业技术学院,14263,521,物理,专科批,不限,90,2,"护理, 药学"
东莞职业技术学院,14263,522,物理,专科批,不限,15,1,学前教育
东莞职业技术学院,14263,526,历史,专科批,不限,40,1,酒店管理与数字化运营
东莞职业技术学院,14263,527,历史,专科批,不限,20,1,虚拟现实技术应用
东莞职业技术学院,14263,529,历史,专科批,不限,40,1,社区管理与服务
东莞职业技术学院,14263,531,物理,专科批,不限,70,2,"虚拟现实技术应用, 人工智能技术应用"
东莞职业技术学院,14263,532,物理,专科批,不限,10,1,酒店管理与数字化运营
东莞职业技术学院,14263,533,物理,专科批,不限,230,5,"建筑工程技术, 大数据技术, 印刷媒体技术, 机械制造及自动化, 新能源汽车技术"
东莞职业技术学院,14263,534,物理,专科批,不限,10,1,社区管理与服务
东华理工大学,10405,102,物理,专科提前批,不限,10,1,电气自动化技术
东华理工大学,10405,206,物理,本科批,化学,14,2,"资源勘查工程, 化学工程与工艺"
东南大学,10286,208,物理,本科批,化学,79,7,"工科试验班, 工科试验班, 电子信息类, 集成电路设计与集成系统, 计算机类"
对外经济贸易大学,10036,210,物理,本科批,化学,11,1,数据科学与大数据技术
佛山大学,11847,210,物理,本科批,化学,160,2,"机械设计制造及其自动化, 自动化"
佛山大学,11847,215,物理,本科批,化学,120,1,环境工程
佛山大学,11847,216,物理,本科批,化学,40,1,数字媒体技术
佛山大学,11847,217,物理,本科批,不限,30,1,旅游管理
佛山大学,11847,218,物理,本科批,化学,95,9,"材料化学, 化学工程与工艺, 环境工程, 药学, 动物科学"
佛山大学,11847,223,历史,本科批,不限,30,1,旅游管理
佛山大学,11847,224,历史,本科批,化学,5,1,护理学
佛山大学,11847,225,历史,本科批,地理,20,1,人文地理与城乡规划
佛山大学,11847,226,历史,本科批,不限,15,1,学前教育
佛山职业技术学院,12327,510,物理,专科批,不限,100,1,物联网应用技术
佛山职业技术学院,12327,511,物理,专科批,不限,90,2,"汽车制造与试验技术, 汽车检测与维修技术"
福建农林大学,10389,212,历史,本科批,不限,3,1,风景园林
福建农林大学,10389,213,历史,本科批,不限,3,1,农林经济管理
福建农林大学,10389,216,物理,本科批,不限,5,1,风景园林
福建农林大学,10389,217,物理,本科批,不限,5,1,农林经济管理
福建农林大学,10389,220,物理,本科批,生物,2,1,园林
福建农林大学金山学院,14046,203,历史,本科批,不限,2,1,旅游管理
福建农林大学金山学院,14046,204,物理,本科批,不限,3,1,旅游管理
福建商学院,11313,201,历史,本科批,不限,3,1,本科预科班
福建商学院,11313,202,物理,本科批,不限,3,1,本科预科班
福建师范大学,10394,211,历史,本科批,不限,4,1,学前教育
福建中医药大学,10393,208,物理,本科批,生物,6,1,护理学
福州大学,10386,207,物理,本科批,不限,7,1,物流管理
福州大学,10386,210,物理,本科批,化学,8,1,电子信息工程
福州墨尔本理工职业学院,16411,503,历史,专科批,不限,10,7,"大数据与会计, 国际经济与贸易, 电子商务, 现代物流管理, 商务英语"
福州墨尔本理工职业学院,16411,504,物理,专科批,不限,15,8,"大数据与会计, 国际经济与贸易, 电子商务, 现代物流管理, 商务英语"
福州软件职业技术学院,13978,503,历史,专科批,不限,26,4,"工业机器人技术, 智能机器人技术, 工业互联网应用, 智能光电技术应用"
复旦大学,10246,706,历史,特殊类型招生批,不限,0,1,运动训练
复旦大学,10246,708,物理,特殊类型招生批,不限,0,1,运动训练
复旦大学,10246,710,物理,特殊类型招生批,化学,3,3,"心理学, 经济管理试验班, 软件工程"
赣东学院,13432,206,历史,本科批,不限,10,5,"会计学, 国际经济与贸易, 财务管理, 英语, 网络与新媒体"
赣南科技学院,13434,210,历史,本科批,不限,2,1,会计学
赣南科技学院,13434,213,物理,本科批,不限,2,1,工程造价
赣南师范大学,10418,231,物理,本科批,地理,2,1,地理科学
赣南师范大学,10418,237,物理,本科批,化学,19,6,"数据科学与大数据技术, 电子信息工程, 电子科学与技术, 电气工程及其自动化, 复合材料成型工程"
广东白云学院,10822,213,物理,本科批,化学,120,1,数据科学与大数据技术
广东白云学院,10822,214,物理,本科批,不限,30,1,服装设计与工程
广东白云学院,10822,215,物理,本科批,化学,50,1,计算机科学与技术
广东白云学院,10822,216,物理,本科批,不限,40,2,"工商管理, 金融学"
广东白云学院,10822,226,历史,本科批,不限,113,2,"广播电视编导, 网络与新媒体"
广东白云学院,10822,227,历史,本科批,不限,20,1,服装设计与工程
广东财经大学,10592,214,历史,本科批,不限,105,6,"国际商务, 财务管理, 金融学, 会计学, 法学"
广东财经大学,10592,215,物理,本科批,不限,142,6,"国际商务, 财务管理, 金融学, 会计学, 法学"
广东财经大学,10592,216,物理,本科批,化学,75,2,"统计学, 计算机科学与技术"
广东财经大学,10592,219,物理,本科批,地理,16,2,"自然地理与资源环境, 人文地理与城乡规划"
广东财经大学,10592,220,物理,本科批,化学,14,4,"计算机科学与技术, 软件工程, 统计学, 数据科学与大数据技术"
广东财贸职业学院,14667,507,物理,专科批,不限,30,1,商务英语
广东财贸职业学院,14667,510,历史,专科批,不限,30,1,商务英语
广东第二师范学院,14278,101,历史,本科提前批,不限,1,1,学前教育
广东第二师范学院,14278,102,历史,本科提前批,不限,9,1,学前教育
广东第二师范学院,14278,106,物理,本科提前批,不限,10,1,学前教育
广东第二师范学院,14278,107,物理,本科提前批,不限,4,1,科学教育
广东第二师范学院,14278,108,物理,本科提前批,不限,2,1,科学教育
广东第二师范学院,14278,109,物理,本科提前批,不限,2,1,科学教育
广东第二师范学院,14278,110,物理,本科提前批,不限,5,1,科学教育
广东第二师范学院,14278,111,物理,本科提前批,不限,15,1,科学教育
广东第二师范学院,14278,112,物理,本科提前批,不限,2,1,科学教育
广东第二师范学院,14278,227,物理,本科批,不限,15,1,翻译
广东第二师范学院,14278,230,物理,本科批,不限,15,1,酒店管理
广东第二师范学院,14278,231,历史,本科批,不限,15,1,英语
广东第二师范学院,14278,232,历史,本科批,不限,15,1,翻译
广东第二师范学院,14278,233,历史,本科批,不限,15,1,商务英语
广东第二师范学院,14278,234,历史,本科批,不限,15,1,旅游管理与服务教育
广东第二师范学院,14278,235,历史,本科批,不限,15,1,酒店管理
广东东软学院,12574,503,历史,专科批,不限,13,1,电子商务
广东工程职业技术学院,13930,504,物理,专科批,不限,50,1,电梯工程技术
广东工程职业技术学院,13930,505,物理,专科批,不限,50,1,软件技术
广东工程职业技术学院,13930,506,物理,专科批,不限,50,1,计算机网络技术
广东工程职业技术学院,13930,507,物理,专科批,不限,50,1,建筑设计
广东工程职业技术学院,13930,508,物理,专科批,不限,25,1,计算机应用技术
广东工程职业技术学院,13930,512,历史,专科批,不限,15,1,计算机应用技术
广东工贸职业技术学院,12959,504,物理,专科批,不限,30,1,测绘地理信息技术
广东工贸职业技术学院,12959,505,物理,专科批,不限,15,1,应用韩语
广东工贸职业技术学院,12959,506,物理,专科批,不限,50,1,汽车电子技术
广东工贸职业技术学院,12959,507,物理,专科批,不限,35,1,大数据与会计
广东工贸职业技术学院,12959,508,历史,专科批,不限,20,1,测绘地理信息技术
广东工贸职业技术学院,12959,509,历史,专科批,不限,25,1,应用韩语
广东工贸职业技术学院,12959,510,历史,专科批,不限,15,1,大数据与会计
广东工业大学,11845,212,物理,本科批,化学,333,6,"化学工程与工艺, 化学工程与工艺, 能源化学工程, 食品科学与工程, 化学"
广东工业大学,11845,261,历史,本科批,不限,80,2,"工商管理, 工商管理"
广东工业大学,11845,262,物理,本科批,化学,304,7,"机械设计制造及其自动化, 计算机科学与技术, 电气工程及其自动化, 机械设计制造及其自动化, 电气工程及其自动化"
广东工业大学,11845,264,历史,本科批,不限,40,1,英语
广东工业大学,11845,265,物理,本科批,不限,80,2,"大数据管理与应用, 会计学"
广东工业大学,11845,266,历史,本科批,不限,35,1,会计学
广东工业大学,11845,267,物理,本科批,不限,10,1,法学
广东工业大学,11845,268,历史,本科批,不限,30,1,法学
广东工业大学,11845,270,物理,本科批,化学,40,1,电子科学与技术
广东工业大学,11845,271,物理,本科批,化学,40,1,应用统计学
广东工业大学,11845,272,物理,本科批,化学,40,1,数字媒体技术
广东工业大学,11845,273,物理,本科批,化学,40,1,软件工程
广东工业大学,11845,275,物理,本科批,不限,70,1,数字经济
广东工业大学,11845,281,历史,本科批,不限,60,9,"英语, 会计学, 电子商务, 土地资源管理, 法学"
广东海洋大学,10566,101,物理,本科提前批,化学,23,1,航海技术
广东海洋大学,10566,225,物理,本科批,化学,529,5,"机械设计制造及其自动化, 电气工程及其自动化, 材料成型及控制工程, 材料科学与工程, 机器人工程"
广东海洋大学,10566,232,历史,本科批,不限,5,1,汉语言文学
广东海洋大学,10566,233,历史,本科批,不限,5,1,法学
广东环境保护工程职业学院,14311,501,物理,专科批,不限,60,1,环境工程技术
广东环境保护工程职业学院,14311,502,物理,专科批,不限,30,1,环境监测技术
广东环境保护工程职业学院,14311,503,物理,专科批,不限,50,1,环境管理与评价
广东环境保护工程职业学院,14311,504,物理,专科批,不限,35,1,工业节能技术
广东机电职业技术学院,12743,504,物理,专科批,不限,20,1,旅游管理
广东机电职业技术学院,12743,505,物理,专科批,不限,50,1,电气自动化技术
广东机电职业技术学院,12743,506,物理,专科批,不限,25,1,商务英语
广东机电职业技术学院,12743,509,历史,专科批,不限,20,1,旅游管理
广东机电职业技术学院,12743,510,历史,专科批,不限,25,1,商务英语
广东技术师范大学,10588,101,历史,本科提前批,不限,16,1,学前教育
广东技术师范大学,10588,102,历史,本科提前批,不限,4,1,学前教育
广东技术师范大学,10588,205,物理,本科批,化学,25,2,"计算机科学与技术, 数学与应用数学"
广东技术师范大学,10588,214,物理,本科批,不限,67,3,"汉语言文学, 新闻学, 网络与新媒体"
广东技术师范大学,10588,225,物理,本科批,化学,120,2,"计算机科学与技术, 软件工程"
广东技术师范大学,10588,226,物理,本科批,化学,60,1,供应链管理
广东技术师范大学,10588,227,物理,本科批,不限,60,1,英语
广东技术师范大学,10588,228,物理,本科批,不限,105,2,"会计学, 工商管理"
广东技术师范大学,10588,229,物理,本科批,不限,35,1,金融学
广东技术师范大学,10588,230,物理,本科批,化学,110,22,"电子信息工程, 电子信息工程, 网络工程, 智能科学与技术, 网络空间安全"
广东技术师范大学,10588,231,物理,本科批,不限,45,9,"网络与新媒体, 学前教育, 应用心理学, 会计学, 财务管理"
广东技术师范大学,10588,234,历史,本科批,不限,13,1,汉语言文学
广东技术师范大学,10588,235,历史,本科批,不限,12,1,英语
广东技术师范大学,10588,245,历史,本科批,不限,60,1,英语
广东技术师范大学,10588,246,历史,本科批,不限,75,2,"会计学, 工商管理"
广东技术师范大学,10588,247,历史,本科批,不限,25,1,金融学
广东技术师范大学(河源校区),80004,101,历史,本科提前批,不限,1,1,小学教育
广东技术师范大学(河源校区),80004,102,历史,本科提前批,不限,6,1,小学教育
广东技术师范大学(河源校区),80004,103,历史,本科提前批,不限,5,1,小学教育
广东技术师范大学(河源校区),80004,104,物理,本科提前批,不限,1,1,小学教育
广东技术师范大学(河源校区),80004,105,物理,本科提前批,不限,22,1,小学教育
广东技术师范大学(河源校区),80004,106,物理,本科提前批,不限,5,1,小学教育
广东建设职业技术学院,12741,504,物理,专科批,不限,11,1,大数据与会计
广东建设职业技术学院,12741,505,物理,专科批,不限,280,4,"建筑工程技术, 建筑设备工程技术, 建筑动画技术, 道路与桥梁工程技术"
广东建设职业技术学院,12741,506,物理,专科批,不限,63,1,建筑室内设计
广东建设职业技术学院,12741,507,物理,专科批,不限,25,1,大数据与会计
广东建设职业技术学院,12741,511,历史,专科批,不限,11,1,大数据与会计
广东建设职业技术学院,12741,512,历史,专科批,不限,70,3,"建筑设备工程技术, 建筑动画技术, 道路与桥梁工程技术"
广东建设职业技术学院,12741,513,历史,专科批,不限,27,1,建筑室内设计
广东建设职业技术学院,12741,514,历史,专科批,不限,25,1,大数据与会计
广东江门中医药职业学院,14610,102,历史,专科提前批,不限,1,1,中医学
广东江门中医药职业学院,14610,106,历史,专科提前批,不限,4,1,中医学
广东江门中医药职业学院,14610,110,历史,专科提前批,不限,3,1,中医学
广东江门中医药职业学院,14610,114,历史,专科提前批,不限,2,1,中医学
广东交通职业技术学院,10861,503,历史,专科批,不限,160,3,"环境艺术设计, 产品艺术设计, 视觉传达设计"
广东交通职业技术学院,10861,504,历史,专科批,不限,20,1,大数据与会计
广东交通职业技术学院,10861,505,历史,专科批,不限,7,1,国际经济与贸易
广东交通职业技术学院,10861,507,历史,专科批,不限,7,1,跨境电子商务
广东交通职业技术学院,10861,511,物理,专科批,不限,20,1,大数据与会计
广东交通职业技术学院,10861,512,物理,专科批,不限,40,1,软件技术
广东交通职业技术学院,10861,513,物理,专科批,不限,40,1,电气自动化技术
广东交通职业技术学院,10861,514,物理,专科批,不限,6,1,国际经济与贸易
广东交通职业技术学院,10861,515,物理,专科批,不限,6,1,跨境电子商务
广东交通职业技术学院,10861,516,物理,专科批,不限,10,1,软件技术
广东交通职业技术学院,10861,517,物理,专科批,不限,12,1,现代物流管理
广东交通职业技术学院,10861,518,历史,专科批,不限,12,1,现代物流管理
广东金融学院,11540,212,历史,本科批,不限,562,5,"信用风险管理与法律防控, 法学, 知识产权, 社会工作, 国际经贸规则"
广东金融学院,11540,216,历史,本科批,不限,192,6,"金融学, 会计学, 金融学, 会计学, 金融学"
广东金融学院,11540,228,物理,本科批,不限,245,7,"金融学, 会计学, 金融科技, 金融学, 会计学"
广东金融学院,11540,229,物理,本科批,化学,60,1,计算机科学与技术
广东金融学院,11540,231,历史,本科批,不限,20,2,"金融学, 会计学"
广东金融学院,11540,232,物理,本科批,不限,20,2,"金融学, 会计学"
广东金融学院,11540,233,物理,本科批,化学,40,3,"计算机科学与技术, 软件工程, 数据科学与大数据技术"
广东警官学院,11110,101,物理,本科提前批,政治,222,6,"侦查学, 禁毒学, 经济犯罪侦查, 治安学, 警务指挥与战术"
